id,premise,hypothesis,lang_abv,language,label
511d94ef71,"But you would not trust me.""",It is understandable because I have broken your trust numerous times. ,en,English,1
25e9b84793,"But by one measure, it seems to have been static.",They were expecting it to be less stable.,en,English,1
98dba35b15,"Hey, no problem, a fine policy.","No trouble, the best policy.",en,English,1
c6455127a8,"The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.",The city of Ankara has always been the capital of the nation.,en,English,2
17576ab4e7,"Well aware of the island's burgeoning wealth and repository of supplies, the French pirate Bertrand de Montluc sailed into Funchal harbor with his 11-galleon armada and 1,300 men.",The pirate Bertrand de Montluc avoided the wealthy island owing to its heavily armed garrison.,en,English,2
65ee64e68c,"She gave the girl clothes and gifts and took her to her Connecticut estate for weekend pony rides, according to the Star . How was I supposed to compete with that?","She gave the girl clothes, gifts and pony rides on really nice ponies. That's hard to compete with.",en,English,1
06dfd81e5d,uh plastic is just too easy i mean that's the that's the whole problem with it um have,I am addicted to shopping online with my plastic credit card.,en,English,1
68bd9e941e,"It seems silly to separate Gruyare the cheese from Gruyare the place in Switzerland from where it actually comes from, the latter not even being an entry in the geographic sections of either dictionary.",The Gruyare cheese does not compare to the place.,de,German,2
69a5afcc61,sorry we are willing to pay you for babysitting but we cannot pay you the same rate off base,Child allowances are free under certain conditions.,fr,French,2
719c6562cf,GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products.,The GAO has received many complaints due to lack of a website. ,en,English,2
42037e9c95,"Anyway, they found this invention of the high capacity O2 regulator.",They invented a regulator that works in space.,fr,French,1
a01b96ed06,yeah because i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being,i told him i've gained a lot of weight,en,English,2
727ea10292,"Robust  came in third among words and phrases submitted (220 citations in the CR ), and unlike the previous two, it seems to be a genuinely new cliche; at any rate, Chatterbox hadn't previously been aware of its overuse.",Chatterbox was surprised by all of the phrases and words that were submitted.,en,English,1
20dc9bbcb9,"Literacy and numeracy have come to the fore in recent years as important issues not only (or even more so) for the Third World, but also for industrialized countries.",Illiteracy is a major problem in the third world.,bg,Bulgarian,0
726fc0ce5b,wow who can afford that  my God i can't afford to miss a day let alone six,"It's amazing that some people can afford to miss days from work, whereas I can't even afford to miss one.",en,English,1
0670a393fb,The average length of a rural route is 55 miles.,100 miles is the average for a rural route.,en,English,2
ac87e6700e,"It's an interesting account of the violent history of modern Israel, and ends in the Scafeld Room where nine Jews were executed.",The execution of nine Jews was an important turning point in modern Israel's history.,en,English,0
5ff4414e6f,"And you probably won't be. The slow, sarcastic voice of Woolverstone came to answer the confident excitement of the other, and as he spoke, he advanced alongside Blood, an unexpected ally.",Blood was the captain of the ship and Wolverstone was his best friend.,ar,Arabic,1
3982e87714,"One part of the army is the construction force, which was shortened to C.B.",Details of the Army Construction Battalion are C.B.,sw,Swahili,0
34edd95879,"Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status.","Kids today are not bundles of joy, and are symbols of failure. ",en,English,2
f99eba08ef,"You can see by reading the code, my friend, that there are still many federal and state tax advantages to giving to charity.",Donating to charity will directly benefit you.,vi,Vietnamese,1
b8d1e8e3ee,Please donate now so we can get back to you and your friends and neighbors.,We don't need any more help.,sw,Swahili,2
85d216aa92,"But being the same is not equivalent to being the same, identical or similar.",Equal people are identical to each other.,es,Spanish,2
26196e0021,"Sun Ra's spaceships did not come, as it were, out of nowhere.",The spaceships did not come out of nowhere.,en,English,0
bc6ef4db72,"Then I heard him leave, but I was still finishing what I was doing.",It wouldn't bother me to do these things.,ar,Arabic,2
e4eeb33c62,"FEC Chairman Scott Thomas, a Democrat who was also at the conference, noted that the Federal Election Campaign Act of 1971 outlined three principles that need to be preserved on the  1) disclosure of how money is raised and spent to influence elections; 2) limits on the amount that any one person can contribute to a campaign; and 3) restrictions on independent spending by corporations and unions.",Scott Thomas was the FEC Chairman.,en,English,0
d178480128,"At the time of publication, this document, along with other publications pertaining to information security, was available on NIST's Computer Security Resource Clearinghouse internet page at //csrc.nist.gov/publications.html.",The document as well as all security information was kept private.,en,English,2
02f10977f3,The King James Bible translators translated the Bible for a Christian readership; for them the Bible consisted of the Old and the New Testament.,The King James Bible contains only the Old Testament.,de,German,2
9137ece855,"aChange in personal saving depends on how much of the $4,000 IRA contribution represents new saving.",Personal savings need to be set by the IRA,en,English,1
940e169576,"Well aware of the island's burgeoning wealth and repository of supplies, the French pirate Bertrand de Montluc sailed into Funchal harbor with his 11-galleon armada and 1,300 men.",Bertrand de Montluc arrived at the island with a great force of men.,en,English,0
d476c53e62,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.", Cook's American Business Alliance caused shares of stock to come back.,en,English,2
cc6c64c687,The World Health Organization has announced that a new strategy to treat tuberculosis could save 10 million lives over the next decade.,The World Health Organization has a strategy for treating tuberculosis that could save more than ten million lives,ar,Arabic,1
bf91875d3b,"The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor.",The harbor can be seen from The Praya.,en,English,0
7160a474f7,"I jumped, coat tails flapping.",I jumped while wearing a coat.,en,English,0
fa62d19958,A partnership of private support and University funding is needed for our law school to continue to grow in prestige and influence.,Our law school needs money to continue to grow.,el,Greek,0
